Line_ID,Stop_Order,Station_Name,Price
BusLine_1,1,Cat 1 Bus Station,19.4
BusLine_1,2,Fruit 6 Bus Station,19.4
BusLine_1,3,Happy 19 Bus Station,19.4
BusLine_1,4,Banana 18 Bus Station,19.4
BusLine_1,5,Dog 35 Bus Station,19.4
BusLine_1,6,Happy 9 Bus Station,19.4
BusLine_1,7,Happy 3 Bus Station,19.4
BusLine_1,8,Dog 8 Bus Station,19.4
BusLine_1,9,Dog 1 Bus Station,19.4
BusLine_2,1,Cat 34 Bus Station,2.1
BusLine_2,2,Banana 5 Bus Station,2.1
BusLine_2,3,Fruit 27 Bus Station,2.1
BusLine_2,4,Fruit 8 Bus Station,2.1
BusLine_2,5,Fruit 34 Bus Station,2.1
BusLine_2,6,Cat 18 Bus Station,2.1
BusLine_3,1,Happy 19 Bus Station,13.5
BusLine_3,2,Dog 29 Bus Station,13.5
BusLine_3,3,Dog 39 Bus Station,13.5
BusLine_3,4,Apple 3 Bus Station,13.5
BusLine_3,5,Banana 26 Bus Station,13.5
BusLine_3,6,Apple 8 Bus Station,13.5
BusLine_3,7,Grape 18 Bus Station,13.5
BusLine_3,8,Dog 13 Bus Station,13.5
BusLine_4,1,Banana 2 Bus Station,5.9
BusLine_4,2,Happy 3 Bus Station,5.9
BusLine_4,3,Grape 18 Bus Station,5.9
BusLine_4,4,Cat 18 Bus Station,5.9
BusLine_4,5,Fruit 34 Bus Station,5.9
BusLine_5,1,Grape 20 Bus Station,1.3
BusLine_5,2,Grape 14 Bus Station,1.3
BusLine_5,3,Grape 29 Bus Station,1.3
BusLine_6,1,Grape 32 Bus Station,9.7
BusLine_6,2,Banana 25 Bus Station,9.7
BusLine_6,3,Cat 4 Bus Station,9.7
BusLine_6,4,Banana 27 Bus Station,9.7
BusLine_6,5,Cat 20 Bus Station,9.7
BusLine_6,6,Banana 18 Bus Station,9.7
BusLine_6,7,Fruit 6 Bus Station,9.7
BusLine_6,8,Egg 14 Bus Station,9.7
BusLine_6,9,Happy 32 Bus Station,9.7
BusLine_7,1,Banana 6 Bus Station,5.0
BusLine_7,2,Cat 29 Bus Station,5.0
BusLine_7,3,Fruit 5 Bus Station,5.0
BusLine_7,4,Fruit 20 Bus Station,5.0
BusLine_7,5,Cat 34 Bus Station,5.0
BusLine_7,6,Grape 18 Bus Station,5.0
BusLine_7,7,Banana 5 Bus Station,5.0
BusLine_8,1,Cat 4 Bus Station,10.7
BusLine_8,2,Grape 30 Bus Station,10.7
BusLine_8,3,Fruit 26 Bus Station,10.7
BusLine_8,4,Apple 28 Bus Station,10.7
BusLine_8,5,Fruit 27 Bus Station,10.7
BusLine_8,6,Fruit 8 Bus Station,10.7
BusLine_8,7,Grape 14 Bus Station,10.7
BusLine_9,1,Apple 25 Bus Station,4.8
BusLine_9,2,Fruit 27 Bus Station,4.8
BusLine_9,3,Dog 13 Bus Station,4.8
BusLine_9,4,Fruit 5 Bus Station,4.8
BusLine_9,5,Happy 16 Bus Station,4.8
BusLine_9,6,Fruit 33 Bus Station,4.8
BusLine_10,1,Banana 26 Bus Station,4.1
BusLine_10,2,Fruit 30 Bus Station,4.1
BusLine_10,3,Banana 21 Bus Station,4.1
BusLine_10,4,Happy 9 Bus Station,4.1
BusLine_10,5,Grape 32 Bus Station,4.1
BusLine_10,6,Happy 20 Bus Station,4.1
BusLine_11,1,Grape 39 Bus Station,6.4
BusLine_11,2,Banana 27 Bus Station,6.4
BusLine_11,3,Dog 39 Bus Station,6.4
BusLine_11,4,Apple 3 Bus Station,6.4
BusLine_11,5,Cat 39 Bus Station,6.4
BusLine_11,6,Cat 20 Bus Station,6.4
BusLine_11,7,Banana 25 Bus Station,6.4
BusLine_11,8,Grape 32 Bus Station,6.4
BusLine_11,9,Banana 21 Bus Station,6.4
BusLine_11,10,Grape 4 Bus Station,6.4
BusLine_12,1,Dog 35 Bus Station,3.2
BusLine_12,2,Banana 12 Bus Station,3.2
BusLine_12,3,Egg 20 Bus Station,3.2
BusLine_12,4,Dog 14 Bus Station,3.2
BusLine_12,5,Banana 18 Bus Station,3.2
BusLine_12,6,Apple 7 Bus Station,3.2
BusLine_12,7,Dog 29 Bus Station,3.2
BusLine_13,1,Fruit 20 Bus Station,2.2
BusLine_13,2,Grape 14 Bus Station,2.2
BusLine_13,3,Grape 20 Bus Station,2.2
BusLine_13,4,Fruit 33 Bus Station,2.2
BusLine_13,5,Happy 16 Bus Station,2.2
BusLine_14,1,Banana 18 Bus Station,3.5
BusLine_14,2,Dog 35 Bus Station,3.5
BusLine_14,3,Grape 39 Bus Station,3.5
BusLine_14,4,Banana 27 Bus Station,3.5
BusLine_14,5,Apple 3 Bus Station,3.5
BusLine_15,1,Fruit 6 Bus Station,3.4
BusLine_15,2,Happy 19 Bus Station,3.4
BusLine_15,3,Egg 14 Bus Station,3.4
BusLine_15,4,Apple 15 Bus Station,3.4
BusLine_15,5,Cat 5 Bus Station,3.4
BusLine_15,6,Dog 14 Bus Station,3.4
BusLine_15,7,Egg 20 Bus Station,3.4
BusLine_15,8,Apple 7 Bus Station,3.4
