Line_ID,Stop_Order,Station_Name,Price
BusLine_1,1,Cat 14 Bus Station,2.7
BusLine_1,2,Apple 31 Bus Station,2.7
BusLine_1,3,Banana 21 Bus Station,2.7
BusLine_1,4,Dog 48 Bus Station,2.7
BusLine_1,5,Egg 37 Bus Station,2.7
BusLine_1,6,Dog 16 Bus Station,2.7
BusLine_1,7,Dog 66 Bus Station,2.7
BusLine_1,8,Grape 4 Bus Station,2.7
BusLine_2,1,Apple 19 Bus Station,15.1
BusLine_2,2,Banana 17 Bus Station,15.1
BusLine_2,3,Apple 42 Bus Station,15.1
BusLine_2,4,Cat 31 Bus Station,15.1
BusLine_2,5,Apple 58 Bus Station,15.1
BusLine_2,6,Banana 40 Bus Station,15.1
BusLine_2,7,Grape 47 Bus Station,15.1
BusLine_2,8,Grape 21 Bus Station,15.1
BusLine_2,9,Cat 14 Bus Station,15.1
BusLine_2,10,Dog 66 Bus Station,15.1
BusLine_3,1,Apple 45 Bus Station,8.4
BusLine_3,2,Fruit 8 Bus Station,8.4
BusLine_3,3,Fruit 44 Bus Station,8.4
BusLine_3,4,Dog 23 Bus Station,8.4
BusLine_3,5,Happy 49 Bus Station,8.4
BusLine_3,6,Grape 47 Bus Station,8.4
BusLine_3,7,Fruit 14 Bus Station,8.4
BusLine_4,1,Cat 51 Bus Station,6.8
BusLine_4,2,Egg 58 Bus Station,6.8
BusLine_4,3,Dog 10 Bus Station,6.8
BusLine_4,4,Egg 14 Bus Station,6.8
BusLine_4,5,Apple 63 Bus Station,6.8
BusLine_5,1,Banana 58 Bus Station,2.8
BusLine_5,2,Egg 60 Bus Station,2.8
BusLine_5,3,Fruit 25 Bus Station,2.8
BusLine_5,4,Fruit 61 Bus Station,2.8
BusLine_5,5,Apple 12 Bus Station,2.8
BusLine_5,6,Cat 51 Bus Station,2.8
BusLine_5,7,Banana 18 Bus Station,2.8
BusLine_5,8,Happy 7 Bus Station,2.8
BusLine_6,1,Fruit 25 Bus Station,2.0
BusLine_6,2,Apple 18 Bus Station,2.0
BusLine_6,3,Banana 58 Bus Station,2.0
BusLine_6,4,Apple 12 Bus Station,2.0
BusLine_6,5,Banana 4 Bus Station,2.0
BusLine_6,6,Apple 22 Bus Station,2.0
BusLine_6,7,Cat 54 Bus Station,2.0
BusLine_6,8,Dog 3 Bus Station,2.0
BusLine_6,9,Apple 64 Bus Station,2.0
BusLine_7,1,Egg 54 Bus Station,4.2
BusLine_7,2,Grape 15 Bus Station,4.2
BusLine_7,3,Grape 28 Bus Station,4.2
BusLine_7,4,Happy 21 Bus Station,4.2
BusLine_7,5,Grape 34 Bus Station,4.2
BusLine_7,6,Banana 12 Bus Station,4.2
BusLine_7,7,Apple 50 Bus Station,4.2
BusLine_8,1,Grape 6 Bus Station,7.1
BusLine_8,2,Egg 38 Bus Station,7.1
BusLine_8,3,Banana 30 Bus Station,7.1
BusLine_8,4,Cat 39 Bus Station,7.1
BusLine_8,5,Apple 31 Bus Station,7.1
BusLine_8,6,Apple 45 Bus Station,7.1
BusLine_8,7,Dog 66 Bus Station,7.1
BusLine_8,8,Grape 4 Bus Station,7.1
BusLine_8,9,Grape 28 Bus Station,7.1
BusLine_9,1,Fruit 47 Bus Station,12.6
BusLine_9,2,Dog 7 Bus Station,12.6
BusLine_9,3,Apple 17 Bus Station,12.6
BusLine_9,4,Fruit 14 Bus Station,12.6
BusLine_9,5,Fruit 63 Bus Station,12.6
BusLine_9,6,Banana 3 Bus Station,12.6
BusLine_9,7,Cat 51 Bus Station,12.6
BusLine_9,8,Banana 34 Bus Station,12.6
BusLine_9,9,Apple 18 Bus Station,12.6
BusLine_9,10,Banana 22 Bus Station,12.6
BusLine_10,1,Cat 39 Bus Station,1.8
BusLine_10,2,Grape 40 Bus Station,1.8
BusLine_10,3,Banana 30 Bus Station,1.8
BusLine_10,4,Dog 4 Bus Station,1.8
BusLine_10,5,Banana 12 Bus Station,1.8
BusLine_10,6,Egg 3 Bus Station,1.8
BusLine_10,7,Egg 38 Bus Station,1.8
BusLine_10,8,Fruit 44 Bus Station,1.8
BusLine_11,1,Banana 21 Bus Station,7.8
BusLine_11,2,Dog 4 Bus Station,7.8
BusLine_11,3,Grape 63 Bus Station,7.8
BusLine_11,4,Fruit 12 Bus Station,7.8
BusLine_11,5,Grape 47 Bus Station,7.8
BusLine_12,1,Banana 37 Bus Station,15.1
BusLine_12,2,Apple 19 Bus Station,15.1
BusLine_12,3,Cat 19 Bus Station,15.1
BusLine_12,4,Happy 46 Bus Station,15.1
BusLine_12,5,Cat 21 Bus Station,15.1
BusLine_12,6,Happy 47 Bus Station,15.1
BusLine_12,7,Cat 32 Bus Station,15.1
BusLine_12,8,Dog 63 Bus Station,15.1
BusLine_12,9,Egg 3 Bus Station,15.1
BusLine_12,10,Dog 16 Bus Station,15.1
BusLine_13,1,Happy 33 Bus Station,6.5
BusLine_13,2,Dog 27 Bus Station,6.5
BusLine_13,3,Egg 59 Bus Station,6.5
BusLine_13,4,Cat 42 Bus Station,6.5
BusLine_13,5,Fruit 7 Bus Station,6.5
