Line_ID,Stop_Order,Station_Name,Price
BusLine_1,1,Egg 7 Bus Station,2.4
BusLine_1,2,Grape 21 Bus Station,2.4
BusLine_1,3,Dog 24 Bus Station,2.4
BusLine_1,4,Apple 4 Bus Station,2.4
BusLine_2,1,Apple 25 Bus Station,7.8
BusLine_2,2,Egg 26 Bus Station,7.8
BusLine_2,3,Apple 4 Bus Station,7.8
BusLine_2,4,Banana 8 Bus Station,7.8
BusLine_2,5,Grape 21 Bus Station,7.8
BusLine_2,6,Egg 7 Bus Station,7.8
BusLine_2,7,Banana 14 Bus Station,7.8
BusLine_2,8,Dog 24 Bus Station,7.8
BusLine_3,1,Grape 21 Bus Station,2.7
BusLine_3,2,Egg 7 Bus Station,2.7
BusLine_3,3,Banana 14 Bus Station,2.7
BusLine_3,4,Banana 13 Bus Station,2.7
BusLine_4,1,Egg 28 Bus Station,4.6
BusLine_4,2,Fruit 4 Bus Station,4.6
BusLine_4,3,Apple 19 Bus Station,4.6
BusLine_4,4,Cat 7 Bus Station,4.6
BusLine_5,1,Banana 6 Bus Station,13.5
BusLine_5,2,Happy 17 Bus Station,13.5
BusLine_5,3,Banana 14 Bus Station,13.5
BusLine_5,4,Banana 7 Bus Station,13.5
BusLine_5,5,Banana 4 Bus Station,13.5
BusLine_6,1,Cat 8 Bus Station,2.1
BusLine_6,2,Cat 22 Bus Station,2.1
BusLine_6,3,Happy 19 Bus Station,2.1
BusLine_6,4,Banana 7 Bus Station,2.1
BusLine_7,1,Egg 14 Bus Station,2.8
BusLine_7,2,Egg 12 Bus Station,2.8
BusLine_7,3,Fruit 20 Bus Station,2.8
BusLine_8,1,Fruit 4 Bus Station,3.4
BusLine_8,2,Apple 19 Bus Station,3.4
BusLine_8,3,Cat 7 Bus Station,3.4
BusLine_8,4,Cat 12 Bus Station,3.4
BusLine_8,5,Banana 7 Bus Station,3.4
BusLine_8,6,Happy 19 Bus Station,3.4
BusLine_9,1,Apple 19 Bus Station,4.0
BusLine_9,2,Fruit 4 Bus Station,4.0
BusLine_9,3,Egg 28 Bus Station,4.0
BusLine_9,4,Fruit 8 Bus Station,4.0
BusLine_10,1,Apple 20 Bus Station,15.1
BusLine_10,2,Egg 28 Bus Station,15.1
BusLine_10,3,Banana 4 Bus Station,15.1
BusLine_10,4,Fruit 8 Bus Station,15.1
BusLine_10,5,Fruit 4 Bus Station,15.1
BusLine_10,6,Grape 21 Bus Station,15.1
BusLine_10,7,Banana 8 Bus Station,15.1
BusLine_10,8,Apple 4 Bus Station,15.1
BusLine_10,9,Happy 17 Bus Station,15.1
BusLine_10,10,Fruit 3 Bus Station,15.1
