Line_ID,Stop_Order,Station_Name
TrainLine_1,1,Dog 22 Train Station
TrainLine_1,2,Cat 26 Train Station
TrainLine_1,3,Cat 9 Train Station
TrainLine_1,4,Grape 40 Train Station
TrainLine_1,5,Grape 31 Train Station
TrainLine_1,6,Happy 22 Train Station
TrainLine_1,7,Happy 39 Train Station
TrainLine_2,1,Dog 17 Train Station
TrainLine_2,2,Grape 40 Train Station
TrainLine_2,3,Dog 31 Train Station
TrainLine_2,4,Banana 28 Train Station
TrainLine_2,5,Egg 17 Train Station
TrainLine_2,6,Happy 39 Train Station
TrainLine_2,7,Happy 22 Train Station
TrainLine_2,8,Apple 16 Train Station
TrainLine_2,9,Happy 37 Train Station
TrainLine_2,10,Apple 1 Train Station
TrainLine_2,11,Egg 9 Train Station
TrainLine_3,1,Happy 37 Train Station
TrainLine_3,2,Grape 31 Train Station
TrainLine_3,3,Cat 25 Train Station
TrainLine_3,4,Cat 26 Train Station
TrainLine_3,5,Cat 16 Train Station
TrainLine_3,6,Banana 28 Train Station
TrainLine_3,7,Grape 9 Train Station
TrainLine_3,8,Dog 17 Train Station
TrainLine_3,9,Dog 5 Train Station
TrainLine_4,1,Fruit 24 Train Station
TrainLine_4,2,Grape 31 Train Station
TrainLine_4,3,Cat 25 Train Station
TrainLine_4,4,Dog 18 Train Station
TrainLine_4,5,Egg 25 Train Station
TrainLine_4,6,Dog 16 Train Station
TrainLine_4,7,Apple 1 Train Station
TrainLine_4,8,Happy 17 Train Station
TrainLine_4,9,Cat 26 Train Station
TrainLine_4,10,Banana 28 Train Station
TrainLine_4,11,Apple 11 Train Station
TrainLine_4,12,Happy 15 Train Station
TrainLine_4,13,Fruit 12 Train Station
TrainLine_4,14,Dog 42 Train Station
TrainLine_5,1,Egg 13 Train Station
TrainLine_5,2,Dog 5 Train Station
TrainLine_5,3,Happy 34 Train Station
TrainLine_5,4,Cat 26 Train Station
TrainLine_5,5,Happy 39 Train Station
TrainLine_5,6,Happy 26 Train Station
TrainLine_5,7,Egg 25 Train Station
TrainLine_5,8,Dog 16 Train Station
TrainLine_6,1,Apple 4 Train Station
TrainLine_6,2,Dog 23 Train Station
TrainLine_6,3,Cat 2 Train Station
TrainLine_6,4,Grape 9 Train Station
TrainLine_6,5,Grape 40 Train Station
TrainLine_6,6,Banana 28 Train Station
TrainLine_6,7,Cat 9 Train Station
TrainLine_6,8,Happy 22 Train Station
TrainLine_6,9,Happy 17 Train Station
TrainLine_6,10,Dog 22 Train Station
TrainLine_6,11,Dog 16 Train Station
TrainLine_6,12,Dog 18 Train Station
TrainLine_6,13,Cat 25 Train Station
TrainLine_6,14,Apple 27 Train Station
TrainLine_6,15,Apple 1 Train Station
TrainLine_7,1,Banana 19 Train Station
TrainLine_7,2,Apple 2 Train Station
TrainLine_7,3,Fruit 23 Train Station
TrainLine_7,4,Egg 13 Train Station
TrainLine_7,5,Apple 4 Train Station
TrainLine_7,6,Dog 23 Train Station
TrainLine_7,7,Dog 17 Train Station
TrainLine_7,8,Grape 9 Train Station
TrainLine_7,9,Grape 40 Train Station
TrainLine_7,10,Fruit 17 Train Station
TrainLine_7,11,Cat 26 Train Station
TrainLine_7,12,Egg 25 Train Station
TrainLine_7,13,Apple 16 Train Station
TrainLine_7,14,Grape 37 Train Station
TrainLine_8,1,Egg 25 Train Station
TrainLine_8,2,Grape 35 Train Station
TrainLine_8,3,Grape 37 Train Station
TrainLine_8,4,Apple 16 Train Station
TrainLine_8,5,Dog 18 Train Station
TrainLine_8,6,Grape 31 Train Station
TrainLine_8,7,Dog 16 Train Station
TrainLine_8,8,Happy 37 Train Station
TrainLine_8,9,Happy 22 Train Station
TrainLine_8,10,Fruit 28 Train Station
TrainLine_8,11,Cat 16 Train Station
TrainLine_8,12,Egg 9 Train Station
TrainLine_8,13,Fruit 1 Train Station
TrainLine_9,1,Cat 25 Train Station
TrainLine_9,2,Dog 18 Train Station
TrainLine_9,3,Dog 16 Train Station
TrainLine_9,4,Happy 22 Train Station
TrainLine_9,5,Happy 39 Train Station
TrainLine_9,6,Banana 28 Train Station
TrainLine_9,7,Egg 17 Train Station
TrainLine_10,1,Grape 40 Train Station
TrainLine_10,2,Happy 15 Train Station
TrainLine_10,3,Dog 17 Train Station
TrainLine_10,4,Egg 13 Train Station
TrainLine_10,5,Banana 3 Train Station
TrainLine_10,6,Egg 16 Train Station
TrainLine_10,7,Banana 24 Train Station
