Line_ID,From_Station,To_Station,Price
TrainLine_1,Dog 22 Train Station,Cat 26 Train Station,3.88
TrainLine_1,Cat 26 Train Station,Cat 9 Train Station,0.57
TrainLine_1,Cat 9 Train Station,Grape 40 Train Station,5.32
TrainLine_1,Grape 40 Train Station,Grape 31 Train Station,13.95
TrainLine_1,Grape 31 Train Station,Happy 22 Train Station,9.92
TrainLine_1,Happy 22 Train Station,Happy 39 Train Station,2.82
TrainLine_2,Dog 17 Train Station,Grape 40 Train Station,9.37
TrainLine_2,Grape 40 Train Station,Dog 31 Train Station,4.26
TrainLine_2,Dog 31 Train Station,Banana 28 Train Station,8.16
TrainLine_2,Banana 28 Train Station,Egg 17 Train Station,2.68
TrainLine_2,Egg 17 Train Station,Happy 39 Train Station,0.34
TrainLine_2,Happy 39 Train Station,Happy 22 Train Station,2.82
TrainLine_2,Happy 22 Train Station,Apple 16 Train Station,3.7
TrainLine_2,Apple 16 Train Station,Happy 37 Train Station,11.43
TrainLine_2,Happy 37 Train Station,Apple 1 Train Station,12.0
TrainLine_2,Apple 1 Train Station,Egg 9 Train Station,6.87
TrainLine_3,Happy 37 Train Station,Grape 31 Train Station,6.54
TrainLine_3,Grape 31 Train Station,Cat 25 Train Station,2.42
TrainLine_3,Cat 25 Train Station,Cat 26 Train Station,11.21
TrainLine_3,Cat 26 Train Station,Cat 16 Train Station,13.4
TrainLine_3,Cat 16 Train Station,Banana 28 Train Station,10.15
TrainLine_3,Banana 28 Train Station,Grape 9 Train Station,7.66
TrainLine_3,Grape 9 Train Station,Dog 17 Train Station,5.18
TrainLine_3,Dog 17 Train Station,Dog 5 Train Station,1.03
TrainLine_4,Fruit 24 Train Station,Grape 31 Train Station,6.88
TrainLine_4,Grape 31 Train Station,Cat 25 Train Station,2.42
TrainLine_4,Cat 25 Train Station,Dog 18 Train Station,1.27
TrainLine_4,Dog 18 Train Station,Egg 25 Train Station,7.56
TrainLine_4,Egg 25 Train Station,Dog 16 Train Station,8.33
TrainLine_4,Dog 16 Train Station,Apple 1 Train Station,3.36
TrainLine_4,Apple 1 Train Station,Happy 17 Train Station,6.91
